"Step","12-static-1","12-static - drop-0__MIN","12-static - drop-0__MAX","12-dynamic","12-dynamic - drop-0__MIN","12-dynamic - drop-0__MAX","12-ofb","12-ofbt - drop-0__MIN","12-ofbt - drop-0__MAX","12-every-10","12-every-10 - drop-0__MIN","12-every-10 - drop-0__MAX","12-every-100","12-every-100 - drop-0__MIN","12-every-100 - drop-0__MAX"
"23317","","","","","","","","","","","","","0","0","0"
"23324","","","","","","","","","","","","","0","0","0"
"23329","","","","","","","","","","","","","0","0","0"
"23335","0","0","0","0","0","0","","","","","","","","",""
"23340","0","0","0","0","0","0","","","","","","","","",""
"23341","","","","","","","","","","0","0","0","","",""
"23343","","","","","","","0","0","0","","","","","",""
"23345","","","","","","","","","","","","","0","0","0"
"23346","","","","","","","0","0","0","","","","","",""
"23347","0","0","0","0","0","0","","","","","","","","",""
"23359","","","","","","","","","","0","0","0","","",""
"23361","","","","","","","","","","0","0","0","","",""
"23363","","","","","","","","","","0","0","0","","",""
"23366","","","","","","","0","0","0","","","","","",""
"23376","0","0","0","0","0","0","","","","","","","","",""
"23381","","","","","","","","","","","","","0","0","0"
"23384","","","","","","","0","0","0","","","","","",""
"23386","","","","","","","","","","","","","0","0","0"
"23391","","","","","","","0","0","0","","","","","",""
"23393","0","0","0","0","0","0","","","","","","","","",""
"23403","","","","","","","","","","0","0","0","","",""
"23409","","","","","","","","","","0","0","0","","",""
"23413","","","","","","","","","","0","0","0","","",""
"23418","","","","","","","","","","0","0","0","","",""
"23422","0","0","0","0","0","0","","","","","","","","",""
"23423","","","","","","","0","0","0","0","0","0","","",""
"23425","","","","","","","","","","","","","0","0","0"
"23427","","","","","","","","","","0","0","0","","",""
"23429","","","","","","","","","","","","","0","0","0"
"23433","","","","","","","","","","0","0","0","","",""
"23436","","","","","","","","","","0","0","0","","",""
"23438","","","","","","","","","","","","","0","0","0"
"23439","","","","","","","","","","","","","0","0","0"
"23441","","","","","","","0","0","0","","","","","",""
"23446","0","0","0","0","0","0","","","","","","","","",""
"23456","","","","","","","","","","","","","0","0","0"
"23458","","","","","","","","","","0","0","0","","",""
"23459","","","","","","","","","","","","","0","0","0"
"23461","","","","","","","","","","0","0","0","","",""
"23467","","","","","","","","","","0","0","0","","",""
"23469","0","0","0","0","0","0","","","","","","","0","0","0"
"23471","","","","","","","","","","0","0","0","","",""
"23473","","","","","","","","","","","","","0","0","0"
"23481","","","","","","","0","0","0","","","","","",""
"23486","","","","","","","","","","","","","0","0","0"
"23489","","","","","","","","","","0","0","0","","",""
"23491","","","","","","","","","","","","","0","0","0"
"23492","","","","","","","","","","","","","0","0","0"
"23493","0","0","0","0","0","0","","","","0","0","0","","",""
"23499","","","","","","","0","0","0","","","","","",""
"23503","0","0","0","0","0","0","","","","","","","","",""
"23504","0","0","0","0","0","0","","","","","","","","",""
"23507","","","","","","","0","0","0","","","","","",""
"23508","","","","","","","","","","0","0","0","","",""
"23515","0","0","0","0","0","0","","","","","","","","",""
"23523","0","0","0","0","0","0","","","","","","","","",""
"23534","","","","","","","","","","","","","0","0","0"
"23535","0","0","0","0","0","0","","","","","","","","",""
"23537","","","","","","","","","","","","","0","0","0"
"23543","0","0","0","0","0","0","","","","","","","","",""
"23546","0","0","0","0","0","0","","","","","","","","",""
"23547","0","0","0","0","0","0","","","","","","","","",""
"23549","","","","","","","0","0","0","","","","","",""
"23551","","","","","","","","","","0","0","0","","",""
"23552","","","","","","","","","","","","","0","0","0"
"23554","","","","","","","","","","","","","0","0","0"
"23558","","","","","","","","","","0","0","0","","",""
"23560","0","0","0","0","0","0","","","","","","","","",""
"23563","0","0","0","0","0","0","","","","","","","","",""
"23568","","","","","","","","","","","","","0","0","0"
"23570","0","0","0","0","0","0","","","","","","","","",""
"23572","","","","","","","0","0","0","","","","","",""
"23575","","","","","","","","","","","","","0","0","0"
"23581","","","","","","","","","","0","0","0","","",""
"23589","","","","","","","0","0","0","","","","0","0","0"
"23596","","","","","","","","","","","","","0","0","0"
"23597","","","","","","","","","","","","","0","0","0"
"23602","","","","","","","0","0","0","","","","","",""
"23607","","","","","","","0","0","0","","","","","",""
"23611","","","","","","","","","","","","","0","0","0"
"23616","","","","","","","","","","0","0","0","","",""
"23627","0","0","0","0","0","0","","","","","","","","",""
"23633","","","","","","","0","0","0","","","","","",""
"23645","0","0","0","0","0","0","","","","","","","","",""
"23646","0","0","0","0","0","0","","","","0","0","0","","",""
"23656","0","0","0","0","0","0","","","","","","","","",""
"23662","0","0","0","0","0","0","0","0","0","","","","","",""
"23676","","","","","","","","","","","","","0","0","0"
"23681","","","","","","","0","0","0","","","","","",""
"23685","","","","","","","0","0","0","","","","","",""
"23689","","","","","","","","","","0","0","0","","",""
"23692","0","0","0","0","0","0","","","","","","","","",""
"23696","","","","","","","0","0","0","","","","","",""
"23700","","","","","","","0","0","0","","","","","",""
"23721","","","","","","","0","0","0","","","","","",""
"23723","0","0","0","0","0","0","","","","","","","","",""
"23730","","","","","","","","","","","","","0","0","0"
"23731","0","0","0","0","0","0","0","0","0","","","","","",""
"23734","","","","","","","0","0","0","","","","","",""
"23737","","","","","","","0","0","0","","","","","",""
"23739","","","","","","","","","","","","","0","0","0"
"23740","0","0","0","0","0","0","","","","","","","","",""
"23741","","","","","","","","","","0","0","0","","",""
"23742","","","","","","","0","0","0","","","","","",""
"23748","","","","","","","","","","0","0","0","","",""
"23753","","","","","","","0","0","0","","","","","",""
"23755","0","0","0","0","0","0","","","","","","","","",""
"23756","","","","","","","","","","","","","0","0","0"
"23764","","","","","","","","","","","","","0","0","0"
"23770","","","","","","","0","0","0","","","","","",""
"23774","0","0","0","0","0","0","","","","","","","","",""
"23775","","","","","","","","","","","","","0","0","0"
"23776","","","","","","","0","0","0","","","","","",""
"23782","0","0","0","0","0","0","","","","","","","","",""
"23787","","","","","","","","","","","","","0","0","0"
"23791","","","","","","","","","","","","","0","0","0"
"23794","0","0","0","0","0","0","","","","","","","","",""
"23795","","","","","","","","","","0","0","0","","",""
"23800","0","0","0","0","0","0","","","","","","","","",""
"23803","0","0","0","0","0","0","","","","","","","","",""
"23805","","","","","","","","","","0","0","0","","",""
"23808","","","","","","","0","0","0","","","","","",""
"23813","0","0","0","0","0","0","","","","0","0","0","","",""
"23820","","","","","","","0","0","0","","","","","",""
"23827","","","","","","","","","","0","0","0","","",""
"23831","","","","","","","0","0","0","","","","","",""
"23832","","","","","","","","","","0","0","0","","",""
"23835","0","0","0","0","0","0","","","","","","","","",""
"23839","","","","","","","","","","0","0","0","","",""
"23840","","","","","","","","","","","","","0","0","0"
"23841","","","","","","","0","0","0","","","","","",""
"23848","0","0","0","0","0","0","","","","","","","","",""
"23852","","","","","","","","","","0","0","0","","",""
"23853","","","","","","","0","0","0","","","","","",""
"23854","","","","","","","","","","0","0","0","","",""
"23856","","","","","","","","","","0","0","0","","",""
"23862","","","","","","","0","0","0","","","","","",""
"23864","0","0","0","0","0","0","","","","","","","","",""
"23868","","","","","","","","","","","","","0","0","0"
"23869","","","","","","","","","","0","0","0","","",""
"23874","","","","","","","","","","0","0","0","","",""
"23878","","","","","","","0","0","0","","","","","",""
"23885","","","","","","","","","","","","","0","0","0"
"23889","0","0","0","0","0","0","","","","","","","","",""
"23890","","","","","","","","","","0","0","0","","",""
"23891","0","0","0","0","0","0","","","","","","","","",""
"23895","0","0","0","0","0","0","","","","","","","","",""
"23901","","","","","","","","","","","","","0","0","0"
"23903","","","","","","","","","","0","0","0","","",""
"23914","","","","","","","0","0","0","","","","","",""
"23915","0","0","0","0","0","0","","","","","","","","",""
"23919","","","","","","","","","","0","0","0","","",""
"23920","0","0","0","0","0","0","","","","","","","","",""
"23923","","","","","","","","","","","","","0","0","0"
"23925","0","0","0","0","0","0","","","","","","","","",""
"23932","0","0","0","0","0","0","","","","","","","","",""
"23936","","","","","","","","","","","","","0","0","0"
"23939","","","","","","","","","","0","0","0","","",""
"23943","","","","","","","0","0","0","","","","","",""
"23946","","","","","","","","","","0","0","0","","",""
"23950","0","0","0","0","0","0","","","","0","0","0","","",""
"23952","","","","","","","0","0","0","","","","","",""
"23953","","","","","","","0","0","0","","","","0","0","0"
"23954","","","","","","","","","","","","","0","0","0"
"23957","","","","","","","0","0","0","","","","","",""
"23958","","","","","","","","","","0","0","0","","",""
"23965","","","","","","","","","","0","0","0","","",""
"23973","","","","","","","0","0","0","","","","0","0","0"
"23975","","","","","","","","","","0","0","0","","",""
"23982","0","0","0","0","0","0","","","","","","","","",""
"23989","","","","","","","","","","","","","0","0","0"
"23992","","","","","","","","","","0","0","0","","",""
"23996","","","","","","","","","","","","","0","0","0"
"24003","0","0","0","0","0","0","0","0","0","","","","","",""
"24004","0","0","0","0","0","0","","","","","","","","",""
"24006","","","","","","","0","0","0","","","","0","0","0"
"24008","","","","","","","","","","","","","0","0","0"
"24009","0","0","0","0","0","0","","","","","","","","",""
"24011","","","","","","","","","","","","","0","0","0"
"24012","","","","","","","0","0","0","","","","","",""
"24014","","","","","","","","","","","","","0","0","0"
"24018","","","","","","","0","0","0","","","","","",""
"24025","","","","","","","","","","0","0","0","","",""
"24033","","","","","","","","","","0","0","0","","",""
"24034","","","","","","","","","","0","0","0","","",""
"24039","0","0","0","0","0","0","","","","","","","","",""
"24041","0","0","0","0","0","0","","","","","","","","",""
"24045","","","","","","","","","","0","0","0","","",""
"24048","","","","","","","","","","","","","0","0","0"
"24055","0","0","0","0","0","0","","","","","","","","",""
"24062","","","","","","","0","0","0","","","","","",""
"24067","","","","","","","0","0","0","","","","","",""
"24070","","","","","","","","","","0","0","0","","",""
"24074","","","","","","","","","","","","","0","0","0"
"24081","","","","","","","","","","0","0","0","","",""
"24088","0","0","0","0","0","0","","","","","","","0","0","0"
"24091","","","","","","","0","0","0","","","","","",""
"24105","0","0","0","0","0","0","","","","","","","","",""
"24107","0","0","0","0","0","0","","","","","","","","",""
"24109","","","","","","","0","0","0","","","","","",""
"24112","","","","","","","0","0","0","","","","","",""
"24113","0","0","0","0","0","0","","","","","","","","",""
"24119","0","0","0","0","0","0","","","","","","","","",""
"24126","","","","","","","0","0","0","0","0","0","","",""
"24130","","","","","","","0","0","0","","","","0","0","0"
"24133","","","","","","","","","","","","","0","0","0"
"24139","","","","","","","0","0","0","","","","","",""
"24160","","","","","","","","","","0","0","0","","",""
"24161","","","","","","","","","","0","0","0","","",""
"24163","0","0","0","0","0","0","","","","","","","","",""
"24166","","","","","","","0","0","0","","","","","",""
"24168","","","","","","","","","","0","0","0","","",""
"24169","0","0","0","0","0","0","","","","","","","","",""
"24179","","","","","","","","","","0","0","0","","",""
"24180","0","0","0","0","0","0","","","","","","","","",""
"24181","0","0","0","0","0","0","","","","","","","","",""
"24184","0","0","0","0","0","0","","","","","","","","",""
"24185","","","","","","","0","0","0","","","","","",""
