"Step","12-static-1","12-static - latency-1__MIN","12-static - latency-1__MAX","12-dynamic","12-dynamic - latency-1__MIN","12-dynamic - latency-1__MAX","12-ofb","12-ofbt - latency-1__MIN","12-ofbt - latency-1__MAX","12-every-10","12-every-10 - latency-1__MIN","12-every-10 - latency-1__MAX","12-every-100","12-every-100 - latency-1__MIN","12-every-100 - latency-1__MAX"
"77960","","","","","","","7.333333333333333","7.333333333333333","7.333333333333333","","","","","",""
"77965","","","","","","","7.666666666666667","7.666666666666667","7.666666666666667","","","","","",""
"77972","","","","21.25","21.25","21.25","","","","","","","60.666666666666664","60.666666666666664","60.666666666666664"
"77975","0","0","0","","","","","","","","","","","",""
"77976","","","","","","","4","4","4","","","","","",""
"77980","","","","19","19","19","","","","","","","","",""
"77989","","","","","","","","","","0","0","0","","",""
"77993","","","","17","17","17","","","","","","","","",""
"77999","","","","","","","","","","","","","0","0","0"
"78001","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","",""
"78005","","","","","","","","","","","","","61","61","61"
"78007","","","","","","","","","","0","0","0","","",""
"78008","","","","","","","2","2","2","","","","","",""
"78011","","","","0","0","0","","","","","","","","",""
"78012","","","","","","","1.6666666666666667","1.6666666666666667","1.6666666666666667","","","","62","62","62"
"78014","","","","","","","1.6666666666666667","1.6666666666666667","1.6666666666666667","","","","","",""
"78016","","","","","","","2","2","2","","","","","",""
"78022","","","","","","","","","","0","0","0","","",""
"78025","","","","","","","","","","0","0","0","","",""
"78026","","","","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333","","","","","",""
"78027","","","","","","","","","","0","0","0","","",""
"78028","","","","","","","","","","","","","61","61","61"
"78029","","","","","","","","","","","","","62","62","62"
"78038","0","0","0","","","","","","","","","","","",""
"78039","","","","","","","3.25","3.25","3.25","","","","","",""
"78044","","","","","","","","","","","","","62.333333333333336","62.333333333333336","62.333333333333336"
"78047","","","","38","38","38","","","","","","","","",""
"78050","","","","","","","6.333333333333333","6.333333333333333","6.333333333333333","","","","","",""
"78051","","","","37.6","37.6","37.6","","","","","","","","",""
"78052","","","","37.6","37.6","37.6","","","","","","","","",""
"78053","","","","","","","","","","0","0","0","","",""
"78054","","","","35","35","35","","","","","","","59","59","59"
"78057","","","","33.4","33.4","33.4","7.25","7.25","7.25","","","","","",""
"78063","","","","","","","","","","","","","59","59","59"
"78065","","","","","","","","","","0","0","0","","",""
"78067","","","","","","","","","","","","","59.666666666666664","59.666666666666664","59.666666666666664"
"78070","","","","","","","7","7","7","","","","","",""
"78073","","","","22.2","22.2","22.2","","","","","","","","",""
"78076","","","","","","","8","8","8","","","","","",""
"78082","","","","","","","","","","","","","59","59","59"
"78083","0","0","0","","","","","","","","","","","",""
"78090","","","","","","","7","7","7","","","","","",""
"78091","","","","17.75","17.75","17.75","","","","","","","","",""
"78094","","","","18.5","18.5","18.5","","","","","","","","",""
"78097","","","","","","","","","","0","0","0","","",""
"78102","","","","16","16","16","","","","","","","","",""
"78103","","","","","","","5.333333333333333","5.333333333333333","5.333333333333333","","","","","",""
"78104","","","","17","17","17","","","","","","","","",""
"78113","","","","","","","","","","0","0","0","","",""
"78114","","","","","","","5.333333333333333","5.333333333333333","5.333333333333333","","","","","",""
"78120","","","","","","","","","","0","0","0","55.666666666666664","55.666666666666664","55.666666666666664"
"78124","","","","15.333333333333334","15.333333333333334","15.333333333333334","","","","","","","","",""
"78126","","","","","","","5.333333333333333","5.333333333333333","5.333333333333333","","","","","",""
"78130","","","","","","","6.666666666666667","6.666666666666667","6.666666666666667","","","","","",""
"78135","","","","16.75","16.75","16.75","","","","","","","","",""
"78136","","","","16.25","16.25","16.25","","","","","","","","",""
"78137","","","","15.75","15.75","15.75","","","","","","","","",""
"78142","0","0","0","","","","","","","","","","","",""
"78145","0","0","0","","","","","","","","","","","",""
"78151","","","","","","","","","","","","","52.333333333333336","52.333333333333336","52.333333333333336"
"78153","0","0","0","","","","","","","","","","","",""
"78155","0","0","0","","","","","","","","","","","",""
"78159","","","","10","10","10","","","","","","","55","55","55"
"78166","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","",""
"78181","","","","","","","","","","0","0","0","","",""
"78187","","","","8","8","8","","","","","","","","",""
"78188","","","","","","","1.6666666666666667","1.6666666666666667","1.6666666666666667","","","","","",""
"78190","0","0","0","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333","","","","","",""
"78193","","","","","","","","","","","","","52","52","52"
"78194","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","",""
"78195","","","","7","7","7","","","","","","","","",""
"78197","","","","9","9","9","","","","","","","","",""
"78205","","","","","","","2","2","2","","","","57","57","57"
"78208","0","0","0","","","","","","","","","","","",""
"78212","","","","","","","0","0","0","","","","","",""
"78214","0","0","0","","","","","","","","","","","",""
"78219","","","","","","","0.5","0.5","0.5","","","","","",""
"78220","","","","0","0","0","","","","","","","","",""
"78222","","","","0","0","0","","","","","","","54.666666666666664","54.666666666666664","54.666666666666664"
"78223","","","","","","","","","","0","0","0","","",""
"78224","","","","","","","2.6666666666666665","2.6666666666666665","2.6666666666666665","","","","","",""
"78228","","","","","","","","","","0","0","0","","",""
"78233","0","0","0","30","30","30","","","","","","","","",""
"78236","0","0","0","","","","","","","","","","","",""
"78237","0","0","0","","","","","","","","","","","",""
"78238","","","","","","","","","","0","0","0","","",""
"78243","","","","35","35","35","","","","","","","51.333333333333336","51.333333333333336","51.333333333333336"
"78248","","","","","","","2.6666666666666665","2.6666666666666665","2.6666666666666665","","","","","",""
"78262","","","","","","","2","2","2","","","","","",""
"78265","","","","0","0","0","","","","","","","","",""
"78267","","","","","","","","","","","","","55.333333333333336","55.333333333333336","55.333333333333336"
"78281","","","","","","","3","3","3","","","","","",""
"78283","","","","","","","3","3","3","","","","","",""
"78287","","","","","","","","","","0","0","0","","",""
"78290","","","","","","","","","","","","","57.333333333333336","57.333333333333336","57.333333333333336"
"78292","","","","58","58","58","","","","","","","58","58","58"
"78294","","","","","","","","","","0","0","0","59","59","59"
"78297","","","","","","","2","2","2","","","","","",""
"78299","0","0","0","","","","","","","","","","","",""
"78304","","","","54.25","54.25","54.25","","","","","","","","",""
"78305","","","","","","","","","","","","","62","62","62"
"78306","","","","","","","4.333333333333333","4.333333333333333","4.333333333333333","","","","","",""
"78308","","","","","","","","","","0","0","0","","",""
"78310","0","0","0","","","","","","","","","","","",""
"78312","","","","","","","","","","","","","64","64","64"
"78313","","","","","","","","","","","","","64.33333333333333","64.33333333333333","64.33333333333333"
"78318","","","","51.25","51.25","51.25","","","","","","","","",""
"78319","","","","","","","2.3333333333333335","2.3333333333333335","2.3333333333333335","","","","","",""
"78322","0","0","0","","","","","","","","","","","",""
"78327","","","","","","","3","3","3","","","","","",""
"78329","","","","49.5","49.5","49.5","","","","","","","","",""
"78334","","","","","","","4","4","4","","","","","",""
"78335","70","70","70","","","","","","","","","","","",""
"78340","","","","","","","","","","0","0","0","","",""
"78342","","","","","","","3.3333333333333335","3.3333333333333335","3.3333333333333335","","","","","",""
"78343","","","","","","","","","","0","0","0","","",""
"78349","69.66666666666667","69.66666666666667","69.66666666666667","","","","","","","","","","","",""
"78350","69.33333333333333","69.33333333333333","69.33333333333333","","","","","","","","","","","",""
"78352","","","","","","","3.6666666666666665","3.6666666666666665","3.6666666666666665","","","","","",""
"78353","70","70","70","","","","","","","","","","","",""
"78355","","","","33.6","33.6","33.6","","","","","","","56","56","56"
"78356","","","","","","","","","","","","","55.666666666666664","55.666666666666664","55.666666666666664"
"78358","","","","31.2","31.2","31.2","","","","","","","","",""
"78362","","","","","","","4","4","4","","","","","",""
"78363","","","","30.4","30.4","30.4","","","","","","","","",""
"78365","","","","","","","","","","0","0","0","","",""
"78367","0","0","0","","","","","","","","","","56.666666666666664","56.666666666666664","56.666666666666664"
"78369","0","0","0","","","","","","","","","","","",""
"78370","0","0","0","","","","","","","","","","","",""
"78374","","","","17.2","17.2","17.2","","","","","","","","",""
"78376","","","","","","","","","","","","","57.666666666666664","57.666666666666664","57.666666666666664"
"78380","","","","","","","","","","0","0","0","","",""
"78383","","","","","","","","","","","","","56.666666666666664","56.666666666666664","56.666666666666664"
"78390","","","","","","","","","","0","0","0","","",""
"78401","","","","","","","","","","0","0","0","","",""
"78407","","","","","","","1","1","1","","","","49.333333333333336","49.333333333333336","49.333333333333336"
"78411","","","","","","","","","","","","","48.666666666666664","48.666666666666664","48.666666666666664"
"78413","","","","","","","2","2","2","","","","","",""
"78415","0","0","0","","","","","","","","","","","",""
"78422","","","","","","","","","","0","0","0","","",""
"78424","0","0","0","","","","","","","","","","","",""
"78427","","","","0.25","0.25","0.25","3","3","3","","","","","",""
"78428","","","","","","","4","4","4","","","","","",""
"78429","0","0","0","","","","","","","","","","","",""
"78430","0","0","0","","","","","","","","","","","",""
"78441","","","","","","","7","7","7","","","","","",""
"78443","","","","","","","","","","","","","42","42","42"
"78446","","","","1.75","1.75","1.75","","","","","","","","",""
"78447","","","","1.25","1.25","1.25","","","","","","","","",""
"78452","","","","","","","","","","","","","43","43","43"
"78455","","","","2","2","2","","","","","","","","",""
"78461","0","0","0","","","","","","","","","","","",""
"78462","","","","0","0","0","","","","","","","","",""
"78463","","","","","","","","","","","","","44","44","44"
"78466","","","","","","","","","","","","","41.666666666666664","41.666666666666664","41.666666666666664"
"78468","69","69","69","","","","","","","","","","","",""
"78470","70","70","70","","","","","","","","","","","",""
"78471","","","","","","","6.333333333333333","6.333333333333333","6.333333333333333","","","","","",""
