"Step","ofb-final-steps2M-Seed1 - slice0:incoming-traffic","ofb-final-steps2M-Seed1 - slice0:incoming-traffic__MIN","ofb-final-steps2M-Seed1 - slice0:incoming-traffic__MAX","dynamic-final-steps2M-Seed1 - slice0:incoming-traffic","dynamic-final-steps2M-Seed1 - slice0:incoming-traffic__MIN","dynamic-final-steps2M-Seed1 - slice0:incoming-traffic__MAX","static-final-steps2M-Seed1 - slice0:incoming-traffic","static-final-steps2M-Seed1 - slice0:incoming-traffic__MIN","static-final-steps2M-Seed1 - slice0:incoming-traffic__MAX"
"967150","","","","8","8","8","","",""
"967160","","","","","","","10","10","10"
"967270","","","","13","13","13","","",""
"967320","","","","","","","8","8","8"
"967330","9","9","9","","","","","",""
"967350","","","","9","9","9","","",""
"967360","9","9","9","","","","","",""
"967480","8","8","8","","","","","",""
"967600","","","","9","9","9","7","7","7"
"967730","","","","","","","12","12","12"
"967820","10","10","10","","","","","",""
"967890","","","","","","","8","8","8"
"967900","12","12","12","","","","","",""
"967930","8","8","8","","","","","",""
"968010","10","10","10","","","","","",""
"968180","","","","10","10","10","","",""
"968210","","","","10","10","10","","",""
"968250","","","","","","","8","8","8"
"968310","","","","9","9","9","","",""
"968380","","","","","","","8","8","8"
"968500","","","","8","8","8","","",""
"968530","","","","10","10","10","","",""
"968600","","","","","","","11","11","11"
"968610","11","11","11","11","11","11","","",""
"968710","9","9","9","6","6","6","","",""
"968850","","","","9","9","9","","",""
"968920","7","7","7","","","","","",""
"968940","","","","8","8","8","","",""
"969070","","","","7","7","7","","",""
"969090","","","","13","13","13","","",""
"969130","","","","","","","11","11","11"
"969210","","","","","","","9","9","9"
"969250","","","","","","","8","8","8"
"969260","9","9","9","9","9","9","","",""
"969430","11","11","11","","","","8","8","8"
"969530","11","11","11","","","","","",""
"969550","","","","","","","11","11","11"
"969590","11","11","11","","","","","",""
"969640","","","","6","6","6","","",""
"969650","6","6","6","","","","","",""
"969820","","","","8","8","8","","",""
"969970","","","","10","10","10","","",""
"969990","13","13","13","","","","","",""
"970000","","","","","","","6","6","6"
"970020","","","","","","","11","11","11"
"970040","","","","6","6","6","","",""
"970050","12","12","12","","","","","",""
"970220","","","","10","10","10","","",""
"970260","","","","8","8","8","","",""
"970300","12","12","12","","","","","",""
"970340","","","","","","","6","6","6"
"970350","","","","","","","10","10","10"
"970400","15","15","15","","","","","",""
"970450","10","10","10","","","","","",""
"970470","","","","","","","9","9","9"
"970510","","","","12","12","12","","",""
"970570","5","5","5","","","","","",""
"970680","","","","9","9","9","","",""
"970690","","","","7","7","7","","",""
"970860","","","","","","","9","9","9"
"971040","","","","6","6","6","","",""
"971090","","","","12","12","12","","",""
"971260","8","8","8","","","","","",""
"971280","","","","","","","8","8","8"
"971300","14","14","14","","","","","",""
"971310","7","7","7","","","","","",""
"971360","","","","","","","10","10","10"
"971450","","","","12","12","12","","",""
"971600","","","","9","9","9","","",""
"971620","9","9","9","","","","","",""
"971720","","","","","","","7","7","7"
"971750","","","","11","11","11","","",""
"971780","10","10","10","","","","","",""
"971790","","","","","","","11","11","11"
"971840","10","10","10","","","","","",""
"971960","","","","","","","12","12","12"
"972000","8","8","8","","","","","",""
"972020","","","","","","","6","6","6"
"972130","11","11","11","","","","","",""
"972210","","","","","","","4","4","4"
"972260","","","","","","","9","9","9"
"972280","","","","13","13","13","","",""
"972370","9","9","9","","","","","",""
"972430","8","8","8","","","","9","9","9"
"972450","","","","14","14","14","","",""
"972460","10","10","10","","","","","",""
"972480","4","4","4","","","","","",""
"972500","10","10","10","","","","","",""
"972570","","","","","","","11","11","11"
"972610","","","","","","","14","14","14"
"972620","10","10","10","","","","5","5","5"
"972630","11","11","11","","","","","",""
"972740","","","","8","8","8","","",""
"972940","","","","","","","10","10","10"
"973000","7","7","7","","","","","",""
"973030","12","12","12","","","","","",""
"973200","6","6","6","","","","","",""
"973230","","","","","","","7","7","7"
"973260","15","15","15","","","","13","13","13"
"973280","8","8","8","","","","","",""
"973310","13","13","13","","","","","",""
"973410","","","","","","","15","15","15"
"973420","","","","","","","5","5","5"
"973450","","","","8","8","8","","",""
"973500","14","14","14","","","","","",""
"973540","","","","","","","12","12","12"
"973560","","","","","","","11","11","11"
"973630","16","16","16","","","","","",""
"973730","","","","11","11","11","6","6","6"
"973820","4","4","4","","","","","",""
"973850","","","","","","","12","12","12"
"973900","9","9","9","","","","8","8","8"
"973910","","","","","","","14","14","14"
"974180","8","8","8","","","","","",""
"974290","","","","10","10","10","","",""
"974420","","","","","","","9","9","9"
"974440","","","","","","","11","11","11"
"974500","7","7","7","","","","","",""
"974540","7","7","7","","","","","",""
"974550","","","","","","","9","9","9"
"974610","","","","7","7","7","","",""
"974640","","","","6","6","6","7","7","7"
"974700","10","10","10","","","","","",""
"974710","","","","9","9","9","","",""
"974820","","","","","","","9","9","9"
"974880","","","","11","11","11","","",""
"974890","","","","9","9","9","","",""
"974920","6","6","6","","","","","",""
"974970","10","10","10","","","","","",""
"974980","","","","11","11","11","","",""
"975000","","","","","","","10","10","10"
"975040","","","","9","9","9","","",""
"975110","","","","","","","9","9","9"
"975150","13","13","13","","","","","",""
"975240","","","","","","","10","10","10"
"975350","10","10","10","","","","","",""
"975380","10","10","10","","","","","",""
"975430","9","9","9","","","","","",""
"975480","9","9","9","","","","","",""
"975490","","","","7","7","7","","",""
"975510","","","","11","11","11","","",""
"975590","10","10","10","","","","","",""
"975640","","","","5","5","5","","",""
"975680","","","","","","","9","9","9"
"975730","","","","12","12","12","","",""
"975760","","","","","","","6","6","6"
"975780","7","7","7","","","","","",""
"975810","10","10","10","","","","","",""
"975820","","","","","","","10","10","10"
"975850","","","","12","12","12","","",""
"975880","","","","","","","9","9","9"
"975900","12","12","12","","","","","",""
"975980","","","","6","6","6","","",""
"976000","","","","","","","9","9","9"
"976100","14","14","14","","","","","",""
"976250","","","","8","8","8","","",""
"976530","","","","","","","5","5","5"
"976580","","","","10","10","10","","",""
"976740","","","","","","","8","8","8"
"976850","","","","","","","10","10","10"
"976920","","","","","","","14","14","14"
"976940","","","","12","12","12","","",""
"977020","11","11","11","10","10","10","","",""
"977030","","","","","","","8","8","8"
"977050","","","","","","","11","11","11"
"977090","10","10","10","","","","","",""
"977130","13","13","13","","","","","",""
"977140","","","","","","","11","11","11"
"977210","","","","","","","8","8","8"
"977360","","","","11","11","11","","",""
"977440","","","","","","","9","9","9"
"977610","6","6","6","","","","","",""
"977640","9","9","9","","","","","",""
"977660","12","12","12","","","","","",""
"977680","","","","","","","5","5","5"
"977740","10","10","10","","","","","",""
"977930","","","","","","","6","6","6"
"977970","","","","9","9","9","","",""
"977990","5","5","5","6","6","6","","",""
"978000","7","7","7","","","","","",""
"978030","","","","11","11","11","","",""
"978070","","","","","","","10","10","10"
"978170","14","14","14","","","","","",""
"978200","11","11","11","","","","","",""
"978230","10","10","10","","","","","",""
"978290","6","6","6","","","","","",""
"978360","","","","14","14","14","","",""
"978500","10","10","10","","","","","",""
"978550","10","10","10","","","","","",""
"978630","","","","9","9","9","","",""
"978690","","","","7","7","7","","",""
"978800","","","","4","4","4","","",""
"978910","","","","","","","7","7","7"
"978920","10","10","10","","","","","",""
"978930","8","8","8","","","","","",""
"979000","","","","6","6","6","","",""
"979040","","","","","","","9","9","9"
"979050","","","","6","6","6","11","11","11"
"979060","11","11","11","","","","9","9","9"
"979120","","","","5","5","5","","",""
"979140","8","8","8","","","","","",""
"979150","","","","7","7","7","","",""
"979170","","","","9","9","9","","",""
"979210","5","5","5","","","","","",""
"979300","","","","","","","11","11","11"
"979340","6","6","6","","","","","",""
"979380","","","","5","5","5","","",""
"979390","","","","","","","11","11","11"
"979520","","","","11","11","11","","",""
"979550","","","","","","","11","11","11"
"979650","","","","","","","9","9","9"
"979680","8","8","8","","","","","",""
"979720","","","","","","","8","8","8"
"979790","","","","8","8","8","","",""
"979800","12","12","12","","","","","",""
"979890","","","","7","7","7","","",""
"979900","","","","9","9","9","","",""
"979920","","","","9","9","9","","",""
"979940","","","","","","","6","6","6"
"979970","9","9","9","","","","","",""
"980000","","","","6","6","6","","",""
"980130","","","","5","5","5","","",""
"980240","8","8","8","","","","","",""
"980410","","","","5","5","5","","",""
"980430","","","","13","13","13","","",""
"980460","11","11","11","","","","","",""
"980510","","","","13","13","13","10","10","10"
"980540","","","","","","","9","9","9"
"980590","","","","10","10","10","","",""
"980620","","","","","","","9","9","9"
"980660","5","5","5","","","","","",""
"980680","11","11","11","","","","","",""
"980800","","","","","","","6","6","6"
"980880","","","","8","8","8","","",""
"980930","","","","6","6","6","","",""
"980960","11","11","11","","","","","",""
"981180","","","","","","","8","8","8"
"981230","","","","","","","8","8","8"
"981320","12","12","12","","","","","",""
"981470","","","","","","","6","6","6"
"981480","","","","10","10","10","","",""
"981530","9","9","9","","","","","",""
"981550","9","9","9","","","","","",""
"981580","","","","","","","10","10","10"
"981590","","","","11","11","11","","",""
"981600","","","","8","8","8","","",""
"981620","","","","","","","7","7","7"
"981650","","","","","","","7","7","7"
"981720","","","","","","","8","8","8"
"981800","8","8","8","","","","","",""
"981860","5","5","5","","","","","",""
"981890","12","12","12","","","","","",""
"981930","","","","12","12","12","","",""
"981950","","","","12","12","12","","",""
"981960","9","9","9","","","","","",""
"981970","","","","7","7","7","","",""
"982030","","","","","","","8","8","8"
"982070","","","","","","","11","11","11"
"982120","","","","7","7","7","","",""
"982160","","","","","","","9","9","9"
"982180","","","","","","","13","13","13"
"982200","12","12","12","","","","","",""
"982240","","","","","","","11","11","11"
"982260","","","","8","8","8","","",""
"982320","9","9","9","","","","","",""
"982380","","","","","","","9","9","9"
"982400","","","","8","8","8","","",""
"982550","12","12","12","","","","","",""
"982650","","","","10","10","10","","",""
"982670","","","","11","11","11","","",""
"982730","5","5","5","","","","","",""
"982740","","","","","","","12","12","12"
"982810","","","","","","","5","5","5"
"982880","11","11","11","","","","","",""
"983030","","","","","","","8","8","8"
"983050","","","","12","12","12","","",""
"983070","8","8","8","","","","","",""
"983080","9","9","9","","","","","",""
"983100","12","12","12","","","","","",""
"983110","14","14","14","","","","","",""
"983120","","","","","","","8","8","8"
"983130","","","","10","10","10","","",""
"983150","","","","","","","7","7","7"
"983160","7","7","7","","","","","",""
"983240","","","","","","","8","8","8"
"983310","","","","11","11","11","","",""
"983320","","","","11","11","11","","",""
"983340","","","","","","","9","9","9"
"983370","","","","","","","14","14","14"
"983460","","","","","","","9","9","9"
"983480","9","9","9","","","","","",""
"983560","","","","12","12","12","","",""
"983590","","","","8","8","8","","",""
"983630","","","","","","","10","10","10"
"983740","","","","5","5","5","","",""
"983760","3","3","3","","","","","",""
"983790","6","6","6","","","","","",""
"983880","","","","9","9","9","","",""
"983900","","","","","","","8","8","8"
"983940","","","","","","","12","12","12"
"984030","","","","9","9","9","","",""
"984110","","","","","","","8","8","8"
"984230","8","8","8","","","","","",""
"984360","","","","8","8","8","","",""
"984440","","","","13","13","13","","",""
"984490","8","8","8","","","","","",""
"984560","","","","","","","9","9","9"
"984600","","","","","","","8","8","8"
"984660","","","","","","","4","4","4"
"984680","9","9","9","","","","","",""
"984770","","","","","","","7","7","7"
