"Step","00-dynamic","00-dynamic - latency-1__MIN","00-dynamic - latency-1__MAX","00-every-100","00-every-100 - latency-1__MIN","00-every-100 - latency-1__MAX","00-every-10","00-every-10 - latency-1__MIN","00-every-10 - latency-1__MAX","00-static-1","00-static-1 - latency-1__MIN","00-static-1 - latency-1__MAX","00-ofb","00-ofb - latency-1__MIN","00-ofb - latency-1__MAX"
"168935","","","","","","","","","","","","","0","0","0"
"168936","","","","","","","1","1","1","","","","","",""
"168938","","","","0","0","0","","","","0.5","0.5","0.5","","",""
"168939","","","","","","","","","","","","","0.25","0.25","0.25"
"168942","","","","","","","1.6666666666666667","1.6666666666666667","1.6666666666666667","","","","","",""
"168945","0","0","0","","","","0.25","0.25","0.25","","","","","",""
"168960","","","","","","","","","","","","","0","0","0"
"168963","","","","","","","0.5","0.5","0.5","","","","","",""
"168969","","","","0","0","0","","","","","","","","",""
"168970","0","0","0","","","","","","","0","0","0","","",""
"168971","","","","","","","","","","0","0","0","","",""
"168973","","","","","","","","","","1","1","1","","",""
"168977","","","","","","","","","","0.25","0.25","0.25","","",""
"168984","0","0","0","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","3.75","3.75","3.75"
"168985","","","","0","0","0","","","","","","","","",""
"168989","0","0","0","","","","","","","","","","2.6666666666666665","2.6666666666666665","2.6666666666666665"
"168991","","","","","","","","","","","","","2.25","2.25","2.25"
"168993","","","","0","0","0","","","","","","","","",""
"168995","","","","","","","","","","","","","1.6666666666666667","1.6666666666666667","1.6666666666666667"
"168996","0","0","0","","","","0","0","0","","","","","",""
"168997","","","","0","0","0","","","","","","","","",""
"168998","","","","","","","0","0","0","","","","","",""
"169002","0","0","0","","","","","","","","","","","",""
"169003","","","","0","0","0","","","","","","","","",""
"169005","0","0","0","","","","","","","","","","","",""
"169006","","","","","","","0","0","0","","","","","",""
"169007","","","","0","0","0","","","","","","","","",""
"169009","","","","","","","","","","","","","0","0","0"
"169012","","","","","","","","","","0","0","0","","",""
"169017","","","","","","","0","0","0","","","","","",""
"169022","","","","","","","","","","0","0","0","","",""
"169024","","","","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","0","0","0"
"169030","","","","","","","1","1","1","","","","","",""
"169032","","","","","","","","","","","","","0","0","0"
"169034","","","","","","","","","","0","0","0","","",""
"169036","","","","0","0","0","","","","","","","","",""
"169039","","","","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","",""
"169053","0","0","0","","","","","","","","","","","",""
"169055","","","","","","","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"169065","","","","","","","","","","0.25","0.25","0.25","","",""
"169071","","","","","","","","","","0.5","0.5","0.5","","",""
"169079","","","","","","","0","0","0","0","0","0","","",""
"169080","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","","","","","","","",""
"169082","","","","","","","","","","0","0","0","","",""
"169086","","","","0","0","0","","","","","","","","",""
"169093","","","","","","","","","","0.5","0.5","0.5","","",""
"169094","","","","0","0","0","","","","","","","","",""
"169100","","","","","","","","","","0.5","0.5","0.5","0","0","0"
"169103","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","",""
"169104","","","","0.5","0.5","0.5","","","","","","","0","0","0"
"169106","","","","","","","","","","1","1","1","","",""
"169107","","","","","","","0.5","0.5","0.5","","","","0","0","0"
"169110","","","","","","","","","","","","","0.5","0.5","0.5"
"169113","0","0","0","","","","","","","","","","","",""
"169115","","","","","","","","","","","","","0","0","0"
"169120","","","","","","","","","","0","0","0","","",""
"169122","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","",""
"169123","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","",""
"169124","","","","","","","","","","0.75","0.75","0.75","","",""
"169129","","","","","","","0","0","0","","","","","",""
"169131","","","","","","","1","1","1","","","","","",""
"169133","","","","","","","1","1","1","","","","","",""
"169136","","","","","","","0","0","0","","","","","",""
"169140","","","","0","0","0","","","","","","","","",""
"169144","","","","0","0","0","","","","","","","","",""
"169145","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","",""
"169156","0","0","0","","","","","","","","","","","",""
"169158","","","","","","","","","","0","0","0","","",""
"169160","0","0","0","","","","","","","","","","","",""
"169163","","","","","","","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"169166","","","","","","","","","","","","","0","0","0"
"169167","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","",""
"169173","0","0","0","","","","","","","","","","","",""
"169175","","","","0","0","0","","","","","","","2.5","2.5","2.5"
"169181","","","","0","0","0","","","","","","","","",""
"169184","","","","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333","","","","","",""
"169188","","","","0","0","0","","","","","","","","",""
"169195","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","",""
"169196","","","","","","","","","","","","","0","0","0"
"169197","","","","0.5","0.5","0.5","","","","","","","","",""
"169198","","","","","","","0","0","0","","","","","",""
"169199","","","","","","","","","","","","","1","1","1"
"169205","","","","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","",""
"169206","","","","","","","","","","","","","0","0","0"
"169220","","","","","","","","","","0","0","0","","",""
"169223","","","","0","0","0","","","","","","","0","0","0"
"169224","","","","0","0","0","","","","","","","","",""
"169231","","","","","","","","","","","","","1","1","1"
"169233","","","","","","","1","1","1","","","","","",""
"169239","","","","","","","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"169242","0","0","0","0","0","0","","","","","","","","",""
"169247","0","0","0","","","","","","","","","","","",""
"169251","0","0","0","","","","","","","","","","","",""
"169253","","","","","","","","","","0.25","0.25","0.25","","",""
"169254","","","","","","","","","","","","","0","0","0"
"169257","","","","","","","","","","","","","0","0","0"
"169262","0","0","0","","","","","","","","","","","",""
"169264","","","","","","","","","","0.25","0.25","0.25","","",""
"169274","","","","0","0","0","","","","","","","","",""
"169277","","","","0","0","0","","","","","","","","",""
"169280","","","","","","","","","","","","","1.5","1.5","1.5"
"169281","","","","0","0","0","1.3333333333333333","1.3333333333333333","1.3333333333333333","","","","","",""
"169283","","","","","","","","","","0","0","0","","",""
"169284","","","","1","1","1","","","","","","","","",""
"169288","","","","0.5","0.5","0.5","","","","","","","","",""
"169290","","","","0","0","0","","","","","","","","",""
"169291","0","0","0","","","","","","","","","","","",""
"169293","","","","","","","","","","0","0","0","","",""
"169298","","","","","","","","","","","","","0.5","0.5","0.5"
"169305","","","","","","","0","0","0","","","","","",""
"169307","","","","","","","","","","0","0","0","","",""
"169316","0","0","0","","","","","","","0","0","0","","",""
"169317","","","","","","","","","","","","","1","1","1"
"169326","","","","","","","","","","","","","0.5","0.5","0.5"
"169328","","","","1","1","1","","","","","","","","",""
"169329","","","","","","","","","","0","0","0","","",""
"169330","","","","","","","","","","0","0","0","","",""
"169337","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","","","","","","","",""
"169338","","","","","","","","","","0","0","0","","",""
"169346","0","0","0","","","","","","","","","","","",""
"169356","","","","0","0","0","","","","","","","","",""
"169358","0","0","0","","","","","","","","","","","",""
"169365","0","0","0","","","","","","","","","","","",""
"169367","","","","","","","","","","0","0","0","0","0","0"
"169375","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","","","","","","","",""
"169377","","","","0","0","0","","","","","","","","",""
"169379","","","","","","","0","0","0","","","","","",""
"169383","","","","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333","","","","","",""
"169386","","","","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","",""
"169393","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","","","","",""
"169398","0","0","0","","","","","","","","","","","",""
"169400","","","","","","","1","1","1","","","","","",""
"169407","","","","","","","","","","","","","2.5","2.5","2.5"
"169415","","","","0","0","0","","","","","","","","",""
"169418","","","","","","","1.6666666666666667","1.6666666666666667","1.6666666666666667","","","","","",""
"169419","","","","","","","","","","","","","4.333333333333333","4.333333333333333","4.333333333333333"
"169425","","","","","","","1.6666666666666667","1.6666666666666667","1.6666666666666667","","","","","",""
"169429","","","","","","","","","","0","0","0","","",""
"169432","","","","","","","3","3","3","","","","","",""
"169436","","","","","","","","","","","","","1","1","1"
"169442","","","","","","","2.6666666666666665","2.6666666666666665","2.6666666666666665","","","","","",""
"169444","","","","0","0","0","","","","","","","","",""
"169447","0","0","0","","","","","","","","","","","",""
"169450","0","0","0","","","","","","","","","","","",""
"169451","","","","","","","","","","","","","0","0","0"
"169455","0","0","0","","","","","","","","","","","",""
"169459","","","","","","","","","","0","0","0","","",""
"169461","","","","","","","","","","0","0","0","","",""
"169465","","","","","","","","","","","","","0","0","0"
"169466","","","","","","","","","","0","0","0","","",""
"169468","","","","","","","0.5","0.5","0.5","","","","","",""
"169473","","","","","","","0.75","0.75","0.75","","","","","",""
"169478","","","","","","","","","","","","","1","1","1"
"169484","","","","0","0","0","","","","","","","","",""
"169486","","","","","","","","","","","","","0","0","0"
"169490","1","1","1","","","","","","","","","","","",""
"169498","","","","","","","0.5","0.5","0.5","","","","","",""
"169501","0","0","0","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","","","","",""
"169509","1","1","1","","","","","","","","","","","",""
"169513","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","",""
"169516","0","0","0","","","","","","","","","","","",""
"169518","","","","","","","","","","","","","1","1","1"
"169525","","","","","","","","","","0.5","0.5","0.5","","",""
"169527","","","","0","0","0","","","","","","","","",""
"169530","","","","0","0","0","","","","","","","","",""
"169534","0","0","0","","","","","","","","","","","",""
"169536","","","","0","0","0","","","","","","","","",""
"169537","","","","","","","","","","0","0","0","","",""
"169538","","","","","","","","","","","","","0","0","0"
"169539","","","","","","","","","","0","0","0","","",""
"169540","","","","0","0","0","","","","","","","","",""
"169547","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","","","","","","","",""
"169548","","","","","","","0","0","0","","","","","",""
