"Step","00-dynamic","00-dynamic - drop-0__MIN","00-dynamic - drop-0__MAX","00-every-100","00-every-100 - drop-0__MIN","00-every-100 - drop-0__MAX","00-every-10","00-every-10 - drop-0__MIN","00-every-10 - drop-0__MAX","00-static-1","00-static-1 - drop-0__MIN","00-static-1 -drop-0__MAX","00-ofb","00-ofb - drop-0__MIN","00-ofb - drop-0__MAX"
"192352","0","0","0","0","0","0","","","","","","","0","0","0"
"192356","","","","0","0","0","","","","","","","","",""
"192358","0","0","0","","","","","","","","","","","",""
"192361","","","","","","","","","","4","4","4","","",""
"192363","","","","","","","11","11","11","","","","","",""
"192366","","","","","","","","","","0","0","0","","",""
"192367","","","","0","0","0","","","","","","","","",""
"192368","","","","0","0","0","","","","","","","","",""
"192369","1","1","1","","","","","","","","","","","",""
"192372","","","","","","","","","","4","4","4","0","0","0"
"192375","","","","0","0","0","","","","","","","","",""
"192376","","","","","","","","","","0","0","0","","",""
"192384","","","","","","","","","","4","4","4","","",""
"192387","","","","","","","","","","1","1","1","","",""
"192395","","","","","","","","","","2","2","2","","",""
"192397","","","","0","0","0","","","","","","","","",""
"192400","","","","","","","","","","2","2","2","","",""
"192403","","","","","","","","","","6","6","6","","",""
"192406","0","0","0","","","","","","","","","","","",""
"192407","","","","","","","","","","","","","0","0","0"
"192408","0","0","0","0","0","0","","","","","","","","",""
"192410","0","0","0","","","","","","","","","","","",""
"192413","","","","","","","16","16","16","","","","","",""
"192415","","","","0","0","0","","","","","","","","",""
"192416","","","","0","0","0","","","","","","","","",""
"192420","","","","","","","","","","3","3","3","","",""
"192426","","","","","","","10","10","10","","","","0","0","0"
"192428","","","","3","3","3","","","","","","","","",""
"192432","0","0","0","","","","","","","","","","0","0","0"
"192433","","","","","","","","","","5","5","5","","",""
"192435","","","","","","","","","","2","2","2","","",""
"192436","0","0","0","","","","13","13","13","","","","","",""
"192442","0","0","0","","","","","","","","","","0","0","0"
"192460","","","","","","","","","","","","","0","0","0"
"192465","4","4","4","0","0","0","","","","","","","","",""
"192467","","","","","","","","","","","","","0","0","0"
"192475","","","","","","","","","","","","","0","0","0"
"192477","","","","","","","8","8","8","","","","","",""
"192478","0","0","0","","","","","","","","","","","",""
"192482","","","","","","","","","","","","","0","0","0"
"192484","","","","0","0","0","","","","","","","","",""
"192493","","","","0","0","0","","","","","","","","",""
"192494","","","","0","0","0","","","","","","","","",""
"192496","","","","","","","12","12","12","","","","","",""
"192497","","","","","","","","","","","","","0","0","0"
"192498","","","","","","","17","17","17","","","","","",""
"192499","","","","0","0","0","","","","","","","","",""
"192503","","","","0","0","0","","","","","","","","",""
"192505","","","","0","0","0","","","","","","","","",""
"192509","","","","","","","","","","","","","0","0","0"
"192511","","","","0","0","0","","","","","","","","",""
"192513","0","0","0","","","","","","","","","","","",""
"192515","","","","","","","","","","","","","0","0","0"
"192517","","","","","","","","","","0","0","0","","",""
"192520","0","0","0","","","","","","","2","2","2","0","0","0"
"192525","","","","","","","12","12","12","","","","","",""
"192527","","","","","","","","","","","","","0","0","0"
"192530","0","0","0","","","","","","","","","","","",""
"192533","","","","","","","","","","","","","0","0","0"
"192534","","","","0","0","0","","","","","","","","",""
"192537","","","","0","0","0","","","","","","","","",""
"192540","","","","","","","10","10","10","","","","","",""
"192547","","","","0","0","0","","","","","","","","",""
"192553","0","0","0","","","","","","","","","","","",""
"192556","","","","0","0","0","","","","","","","","",""
"192568","","","","2","2","2","","","","","","","","",""
"192570","0","0","0","","","","","","","","","","0","0","0"
"192571","","","","","","","13","13","13","","","","","",""
"192578","","","","","","","","","","0","0","0","","",""
"192579","","","","","","","","","","1","1","1","","",""
"192587","","","","","","","","","","1","1","1","","",""
"192599","","","","","","","0","0","0","","","","","",""
"192602","","","","","","","0","0","0","","","","","",""
"192607","","","","","","","","","","","","","0","0","0"
"192609","0","0","0","","","","","","","","","","","",""
"192614","","","","","","","","","","0","0","0","","",""
"192617","","","","","","","","","","","","","0","0","0"
"192620","","","","","","","","","","4","4","4","","",""
"192621","","","","0","0","0","","","","","","","","",""
"192622","","","","","","","","","","8","8","8","","",""
"192624","","","","","","","0","0","0","","","","","",""
"192625","","","","","","","","","","0","0","0","","",""
"192630","","","","0","0","0","","","","","","","","",""
"192637","","","","","","","0","0","0","","","","","",""
"192639","0","0","0","","","","","","","","","","","",""
"192641","","","","0","0","0","","","","","","","","",""
"192646","0","0","0","","","","","","","","","","","",""
"192651","","","","0","0","0","","","","4","4","4","","",""
"192660","","","","","","","","","","4","4","4","","",""
"192668","","","","","","","","","","0","0","0","","",""
"192675","","","","1","1","1","","","","","","","","",""
"192677","","","","0","0","0","0","0","0","","","","","",""
"192680","0","0","0","","","","","","","","","","","",""
"192681","0","0","0","","","","","","","","","","","",""
"192682","","","","","","","0","0","0","","","","","",""
"192685","","","","0","0","0","","","","","","","","",""
"192687","","","","0","0","0","","","","","","","","",""
"192689","0","0","0","0","0","0","","","","","","","","",""
"192690","","","","","","","9","9","9","","","","","",""
"192692","","","","0","0","0","","","","","","","0","0","0"
"192693","","","","","","","0","0","0","","","","","",""
"192694","","","","","","","0","0","0","","","","","",""
"192701","","","","","","","0","0","0","","","","","",""
"192708","","","","","","","0","0","0","","","","","",""
"192710","0","0","0","","","","","","","","","","","",""
"192712","","","","","","","0","0","0","","","","","",""
"192713","","","","","","","","","","0","0","0","","",""
"192714","","","","","","","0","0","0","0","0","0","","",""
"192715","0","0","0","","","","","","","","","","","",""
"192718","0","0","0","","","","","","","","","","","",""
"192726","","","","","","","","","","5","5","5","","",""
"192730","0","0","0","","","","","","","","","","","",""
"192740","","","","0","0","0","","","","","","","","",""
"192741","","","","","","","","","","","","","0","0","0"
"192749","","","","0","0","0","","","","","","","","",""
"192755","","","","","","","","","","4","4","4","","",""
"192762","","","","","","","","","","2","2","2","","",""
"192768","","","","","","","","","","","","","0","0","0"
"192770","0","0","0","","","","","","","","","","","",""
"192773","","","","0","0","0","3","3","3","","","","","",""
"192779","","","","0","0","0","","","","2","2","2","","",""
"192783","","","","","","","","","","2","2","2","","",""
"192785","0","0","0","","","","","","","","","","0","0","0"
"192790","","","","","","","12","12","12","","","","","",""
"192792","6","6","6","","","","","","","","","","","",""
"192799","","","","","","","","","","","","","0","0","0"
"192803","","","","","","","","","","","","","0","0","0"
"192811","","","","","","","","","","","","","0","0","0"
"192815","","","","","","","","","","0","0","0","","",""
"192816","","","","","","","","","","","","","0","0","0"
"192820","","","","","","","11","11","11","","","","","",""
"192823","0","0","0","","","","","","","","","","","",""
"192829","","","","0","0","0","","","","","","","","",""
"192830","0","0","0","","","","7","7","7","","","","","",""
"192831","","","","","","","0","0","0","","","","","",""
"192832","","","","3","3","3","","","","","","","","",""
"192838","","","","0","0","0","","","","","","","","",""
"192840","0","0","0","","","","0","0","0","2","2","2","","",""
"192841","","","","","","","","","","","","","0","0","0"
"192853","","","","","","","0","0","0","","","","","",""
"192857","","","","0","0","0","","","","","","","","",""
"192858","0","0","0","","","","","","","","","","","",""
"192859","0","0","0","","","","","","","","","","","",""
"192863","","","","1","1","1","","","","1","1","1","","",""
"192864","","","","","","","0","0","0","","","","","",""
"192866","","","","","","","","","","","","","0","0","0"
"192868","","","","","","","","","","","","","0","0","0"
"192869","0","0","0","","","","","","","","","","","",""
"192875","","","","","","","2","2","2","","","","0","0","0"
"192876","","","","","","","2","2","2","4","4","4","","",""
"192884","","","","","","","","","","","","","0","0","0"
"192887","","","","","","","","","","","","","0","0","0"
"192888","","","","","","","0","0","0","","","","","",""
"192893","","","","","","","","","","","","","0","0","0"
"192894","","","","","","","0","0","0","","","","","",""
"192895","","","","","","","","","","","","","0","0","0"
"192897","","","","","","","","","","1","1","1","","",""
"192901","","","","","","","1","1","1","","","","","",""
"192910","4","4","4","","","","","","","","","","","",""
"192912","","","","","","","","","","1","1","1","","",""
"192913","","","","0","0","0","","","","","","","","",""
"192916","","","","","","","0","0","0","","","","","",""
"192918","","","","","","","0","0","0","","","","","",""
"192921","","","","0","0","0","","","","","","","","",""
"192924","","","","","","","1","1","1","0","0","0","","",""
"192931","","","","0","0","0","","","","","","","","",""
"192932","","","","","","","","","","","","","0","0","0"
"192937","","","","","","","","","","","","","0","0","0"
"192943","","","","","","","","","","0","0","0","","",""
"192945","","","","","","","","","","","","","0","0","0"
"192946","","","","0","0","0","","","","0","0","0","","",""
"192950","","","","","","","15","15","15","","","","","",""
"192952","","","","0","0","0","","","","","","","","",""
"192954","","","","","","","","","","0","0","0","","",""
"192955","","","","","","","0","0","0","","","","","",""
"192957","","","","0","0","0","","","","","","","","",""
"192959","2","2","2","","","","","","","","","","","",""
"192961","","","","","","","","","","","","","0","0","0"
"192962","","","","0","0","0","","","","","","","","",""
"192963","0","0","0","","","","","","","","","","0","0","0"
"192972","","","","","","","0","0","0","","","","","",""
"192974","","","","0","0","0","","","","","","","","",""
"192985","","","","0","0","0","","","","","","","","",""
"192986","0","0","0","","","","","","","0","0","0","","",""
"192988","","","","","","","","","","1","1","1","","",""
"192991","0","0","0","","","","","","","","","","","",""
"192993","","","","0","0","0","","","","","","","","",""
"192995","","","","","","","","","","0","0","0","","",""
"192997","","","","","","","4","4","4","","","","","",""
"193010","","","","","","","","","","2","2","2","","",""
"193011","","","","","","","","","","3","3","3","","",""
