"Step","102-static-1","102-static-1 - drop-0__MIN","102-static-1 - drop-0__MAX","102-ofb","102-ofbt - drop-0__MIN","102-ofbt - drop-0__MAX","102-dynamic","102-dynamic - drop-0__MIN","102-dynamic - drop-0__MAX","102-every-10","102-every-10 - drop-0__MIN","102-every-10 - drop-0__MAX","102-every-100","102-every-100 - drop-0__MIN","102-every-100 - drop-0__MAX"
"75488","","","","","","","0","0","0","","","","","",""
"75491","","","","","","","","","","0","0","0","0","0","0"
"75500","","","","0","0","0","","","","","","","","",""
"75502","","","","0","0","0","","","","","","","","",""
"75503","","","","0","0","0","","","","","","","","",""
"75515","","","","0","0","0","","","","","","","","",""
"75520","","","","","","","0","0","0","","","","","",""
"75523","","","","","","","0","0","0","","","","","",""
"75524","0","0","0","","","","","","","","","","","",""
"75533","","","","","","","0","0","0","","","","","",""
"75535","","","","0","0","0","","","","","","","","",""
"75537","0","0","0","0","0","0","","","","","","","","",""
"75538","0","0","0","","","","0","0","0","","","","","",""
"75544","","","","0","0","0","","","","","","","","",""
"75553","","","","0","0","0","","","","","","","","",""
"75555","","","","","","","0","0","0","","","","","",""
"75568","","","","0","0","0","","","","","","","","",""
"75572","","","","","","","0","0","0","","","","","",""
"75574","0","0","0","","","","","","","","","","","",""
"75576","","","","","","","","","","0","0","0","0","0","0"
"75581","","","","","","","0","0","0","","","","","",""
"75584","","","","","","","","","","0","0","0","0","0","0"
"75585","","","","0","0","0","","","","","","","","",""
"75588","","","","0","0","0","","","","","","","","",""
"75595","0","0","0","","","","","","","","","","","",""
"75596","0","0","0","","","","","","","","","","","",""
"75599","","","","","","","","","","0","0","0","3","3","3"
"75614","","","","0","0","0","","","","0","0","0","2","2","2"
"75616","","","","0","0","0","","","","","","","","",""
"75620","","","","0","0","0","","","","","","","","",""
"75623","0","0","0","","","","","","","","","","","",""
"75630","","","","0","0","0","","","","","","","","",""
"75633","","","","0","0","0","","","","","","","","",""
"75638","","","","","","","","","","0","0","0","3","3","3"
"75639","","","","","","","0","0","0","","","","","",""
"75640","","","","","","","","","","0","0","0","0","0","0"
"75651","","","","","","","0","0","0","","","","","",""
"75655","","","","0","0","0","","","","","","","","",""
"75656","0","0","0","","","","","","","","","","","",""
"75662","","","","","","","0","0","0","","","","","",""
"75668","","","","","","","","","","0","0","0","4","4","4"
"75679","","","","","","","0","0","0","","","","","",""
"75684","","","","","","","","","","0","0","0","1","1","1"
"75687","","","","","","","0","0","0","","","","","",""
"75693","","","","0","0","0","","","","","","","","",""
"75695","","","","0","0","0","0","0","0","","","","","",""
"75697","","","","","","","","","","0","0","0","0","0","0"
"75698","0","0","0","","","","","","","","","","","",""
"75707","","","","","","","0","0","0","","","","","",""
"75709","","","","","","","","","","0","0","0","0","0","0"
"75711","","","","0","0","0","","","","","","","","",""
"75718","0","0","0","","","","0","0","0","","","","","",""
"75727","","","","","","","0","0","0","","","","","",""
"75729","","","","0","0","0","","","","","","","","",""
"75730","","","","","","","0","0","0","","","","","",""
"75734","","","","","","","","","","0","0","0","0","0","0"
"75742","0","0","0","","","","0","0","0","","","","","",""
"75743","","","","0","0","0","0","0","0","","","","","",""
"75744","","","","","","","0","0","0","","","","","",""
"75746","0","0","0","","","","","","","","","","","",""
"75748","0","0","0","","","","","","","","","","","",""
"75754","0","0","0","","","","","","","","","","","",""
"75758","0","0","0","0","0","0","","","","","","","","",""
"75760","","","","0","0","0","","","","","","","","",""
"75762","","","","0","0","0","","","","","","","","",""
"75763","0","0","0","","","","","","","","","","","",""
"75769","","","","0","0","0","","","","","","","","",""
"75770","0","0","0","","","","","","","","","","","",""
"75773","0","0","0","","","","","","","","","","","",""
"75775","","","","0","0","0","","","","","","","","",""
"75778","0","0","0","","","","","","","","","","","",""
"75785","0","0","0","","","","","","","","","","","",""
"75786","","","","0","0","0","","","","","","","","",""
"75789","0","0","0","","","","","","","","","","","",""
"75793","","","","0","0","0","","","","","","","","",""
"75794","","","","","","","0","0","0","","","","","",""
"75795","","","","","","","0","0","0","","","","","",""
"75796","","","","0","0","0","","","","0","0","0","0","0","0"
"75802","0","0","0","0","0","0","","","","","","","","",""
"75811","","","","0","0","0","","","","","","","","",""
"75822","0","0","0","","","","","","","","","","","",""
"75834","0","0","0","","","","","","","","","","","",""
"75840","","","","0","0","0","","","","","","","","",""
"75843","","","","","","","0","0","0","","","","","",""
"75848","","","","","","","","","","0","0","0","0","0","0"
"75852","0","0","0","","","","","","","","","","","",""
"75854","","","","","","","","","","0","0","0","0","0","0"
"75862","","","","","","","0","0","0","","","","","",""
"75868","","","","","","","0","0","0","","","","","",""
"75870","","","","","","","","","","0","0","0","0","0","0"
"75872","","","","","","","0","0","0","","","","","",""
"75873","","","","0","0","0","","","","","","","","",""
"75877","","","","","","","","","","0","0","0","0","0","0"
"75879","","","","0","0","0","","","","","","","","",""
"75886","","","","0","0","0","","","","","","","","",""
"75887","0","0","0","","","","","","","","","","","",""
"75890","0","0","0","","","","","","","","","","","",""
"75891","","","","","","","","","","0","0","0","0","0","0"
"75895","","","","","","","","","","0","0","0","0","0","0"
"75901","","","","","","","0","0","0","0","0","0","0","0","0"
"75902","","","","","","","","","","0","0","0","0","0","0"
"75908","","","","0","0","0","","","","","","","","",""
"75913","","","","0","0","0","","","","","","","","",""
"75915","","","","","","","","","","0","0","0","0","0","0"
"75917","0","0","0","","","","","","","0","0","0","0","0","0"
"75918","","","","","","","","","","0","0","0","0","0","0"
"75925","0","0","0","","","","","","","","","","","",""
"75929","0","0","0","0","0","0","","","","","","","","",""
"75932","0","0","0","","","","0","0","0","","","","","",""
"75936","","","","0","0","0","","","","","","","","",""
"75941","","","","","","","","","","0","0","0","0","0","0"
"75943","","","","0","0","0","","","","","","","","",""
"75956","","","","0","0","0","","","","","","","","",""
"75959","0","0","0","","","","0","0","0","","","","","",""
"75987","","","","","","","0","0","0","","","","","",""
"75988","0","0","0","","","","","","","","","","","",""
"76005","","","","0","0","0","","","","","","","","",""
"76009","","","","","","","0","0","0","","","","","",""
"76011","","","","","","","","","","0","0","0","0","0","0"
"76012","0","0","0","","","","","","","","","","","",""
"76014","","","","","","","","","","0","0","0","0","0","0"
"76025","","","","0","0","0","","","","","","","","",""
"76027","","","","","","","0","0","0","","","","","",""
"76028","","","","","","","0","0","0","","","","","",""
"76030","","","","","","","0","0","0","","","","","",""
"76038","0","0","0","","","","","","","","","","","",""
"76039","","","","0","0","0","","","","","","","","",""
"76041","","","","","","","","","","0","0","0","0","0","0"
"76042","","","","","","","0","0","0","","","","","",""
"76043","0","0","0","","","","","","","","","","","",""
"76045","","","","0","0","0","","","","","","","","",""
"76055","","","","0","0","0","","","","","","","","",""
"76063","0","0","0","","","","0","0","0","","","","","",""
"76064","","","","0","0","0","","","","","","","","",""
"76066","","","","0","0","0","","","","","","","","",""
"76067","","","","","","","","","","0","0","0","0","0","0"
"76072","","","","","","","0","0","0","","","","","",""
"76080","","","","","","","0","0","0","","","","","",""
"76084","","","","0","0","0","","","","","","","","",""
"76086","0","0","0","","","","","","","","","","","",""
"76087","","","","","","","","","","0","0","0","0","0","0"
"76093","","","","","","","0","0","0","","","","","",""
"76094","","","","0","0","0","","","","","","","","",""
"76106","","","","","","","","","","0","0","0","0","0","0"
"76119","0","0","0","0","0","0","","","","","","","","",""
"76128","","","","0","0","0","","","","","","","","",""
"76131","","","","0","0","0","","","","","","","","",""
"76136","0","0","0","","","","","","","","","","","",""
"76137","0","0","0","","","","","","","","","","","",""
"76142","","","","0","0","0","","","","","","","","",""
"76143","","","","","","","0","0","0","","","","","",""
"76146","0","0","0","","","","","","","","","","","",""
"76150","","","","0","0","0","","","","","","","","",""
"76152","","","","","","","0","0","0","","","","","",""
"76154","","","","","","","0","0","0","","","","","",""
"76155","","","","","","","","","","0","0","0","0","0","0"
"76156","","","","","","","","","","0","0","0","0","0","0"
"76157","","","","0","0","0","","","","","","","","",""
"76159","","","","","","","0","0","0","","","","","",""
"76162","","","","","","","0","0","0","","","","","",""
"76165","","","","","","","","","","0","0","0","0","0","0"
"76167","0","0","0","","","","","","","","","","","",""
"76171","","","","","","","0","0","0","","","","","",""
"76174","0","0","0","","","","","","","","","","","",""
"76179","","","","","","","","","","0","0","0","0","0","0"
"76185","0","0","0","0","0","0","","","","0","0","0","0","0","0"
"76189","0","0","0","","","","","","","","","","","",""
"76198","0","0","0","","","","","","","","","","","",""
"76200","","","","0","0","0","","","","","","","","",""
"76203","","","","","","","0","0","0","","","","","",""
"76205","","","","","","","0","0","0","","","","","",""
"76216","0","0","0","","","","0","0","0","","","","","",""
"76228","","","","0","0","0","","","","","","","","",""
"76236","0","0","0","","","","","","","","","","","",""
"76241","","","","","","","","","","0","0","0","1","1","1"
"76243","","","","","","","0","0","0","","","","","",""
"76247","0","0","0","","","","","","","","","","","",""
"76253","","","","0","0","0","","","","","","","","",""
"76256","","","","0","0","0","","","","","","","","",""
"76260","","","","0","0","0","","","","","","","","",""
"76261","","","","","","","","","","0","0","0","4","4","4"
"76264","","","","0","0","0","","","","","","","","",""
"76268","","","","","","","0","0","0","","","","","",""
"76271","","","","","","","0","0","0","","","","","",""
"76274","0","0","0","","","","","","","","","","","",""
"76278","0","0","0","","","","","","","","","","","",""
"76282","","","","0","0","0","","","","","","","","",""
"76286","","","","","","","","","","0","0","0","0","0","0"
"76294","","","","","","","","","","0","0","0","1","1","1"
"76298","","","","0","0","0","","","","","","","","",""
"76306","0","0","0","","","","","","","","","","","",""
"76307","","","","","","","","","","0","0","0","0","0","0"
"76309","","","","0","0","0","","","","","","","","",""
"76310","","","","0","0","0","","","","","","","","",""
"76314","0","0","0","","","","","","","0","0","0","1","1","1"
"76316","","","","","","","","","","0","0","0","0","0","0"
"76321","","","","","","","","","","0","0","0","1","1","1"
"76327","","","","","","","","","","0","0","0","0","0","0"
"76333","","","","0","0","0","","","","","","","","",""
"76336","0","0","0","","","","","","","","","","","",""
"76337","","","","","","","0","0","0","","","","","",""
"76341","0","0","0","","","","","","","","","","","",""
"76345","","","","","","","0","0","0","","","","","",""
"76347","","","","","","","0","0","0","","","","","",""
"76355","0","0","0","","","","","","","","","","","",""
"76357","","","","0","0","0","","","","","","","","",""
"76359","0","0","0","","","","","","","","","","","",""
"76365","","","","","","","","","","0","0","0","2","2","2"
"76369","0","0","0","","","","","","","","","","","",""
"76370","","","","","","","0","0","0","0","0","0","0","0","0"
"76377","0","0","0","","","","","","","","","","","",""
"76378","","","","0","0","0","","","","","","","","",""
"76382","","","","","","","","","","0","0","0","0","0","0"
"76384","","","","","","","0","0","0","","","","","",""
"76389","","","","","","","","","","0","0","0","0","0","0"
"76391","0","0","0","","","","0","0","0","","","","","",""
"76408","","","","","","","","","","0","0","0","0","0","0"
